User_Id,Item_Id,features
76561198029069901,63940,"Men of War: Vietnam, 2011-09-09, C Company"
76561198061971210,296240,"The Promised Land, 2014-10-28, Boolat Gamesalawar Entertainment"
76561198044458526,336670,"HIT, 2015-02-18, Shifty Chair Games"
worstcardinthegame,246110,"MASSIVE CHALICE, 2015-11-27, Double Fine Productions"
thabogg,349720,"Audition Online, 2015-07-04, T Entertainment"
76561198050358552,242130,"Vector Thrust, 2015-01-15, Timesymmetry"
GenSeed,91200,"Anomaly: Warzone Earth, 2011-08-02, Bit Studios"
76561197969434273,233550,"Another World – 20th Anniversary Edition, 2014-01-01, Eric Chahidotemu"
icantwait,207400,"eXceed 3rd - Jade Penetrate Black Package, 2013-08-03, Tennensozai"
burningfeetman,48950,"Greed Corp, 2011-12-24, Vanguard Games"
ambosse,237760,"Intake, 2015-04-27, Cipher Prime Studios"
Gcthemonkey,321610,"Demonlisher, 2014-11-27, Brain Bombers"
76561198001898634,383580,"Flesh Eaters, 2015-07-12, Sc Bit Nights Srl"
alienc,352700,"Subspace Continuum, 2015-07-03, Virgin Interactive Entertainmentpriitk"
mconceptions,340580,"Armed with Wings: Rearmed, 2015-11-03, Sunstudios"
BoomerBacon,2590,"Alpha Prime, 2014-11-21, Black Element"
BoomerBacon,33950,"Fish Fillets 2, 2014-11-22, Altar Games"
komarexpl,78000,"Bejeweled® 3, 2014-07-05, Popcap Games Inc"
redpillgaming,328830,"Rugby Union Team Manager 2015, 2014-12-08, Alternative Software Ltd"
Dragim,296970,"Renowned Explorers: International Society, 2015-12-20, Abbey Games"
76561198023374983,266390,"Farm for your Life, 2014-07-03, Hammer Labs"
Ovakil,240620,"Wanderlust Adventures, 2015-08-10, Yeti Trunk"
meglonoth,216910,"Of Orcs And Men, 2013-08-15, Cyanide Studio Spiders Studios"
meglonoth,275510,"Z Steel Soldiers, 2015-08-17, Ticktock Games"
meglonoth,275530,"Z, 2014-10-05, Ticktock Games"
76561198029064257,16600,"Trials 2: Second Edition, 2012-10-22, Redlynx"
76561198029064257,205060,"BIT.TRIP CORE, 2013-05-19, Gaijin Games"
drclockface,290890,"You Must Build A Boat, 2015-06-29, Eightyeightgames"
andrew2010,263340,"Continue?9876543210, 2014-04-07, Jason Oda"
76561198041127602,358250,"Cosmo's Cosmic Adventure, 2015-10-19, D Realms Apogee Software"
PlayDusty,327520,"Traverser, 2015-07-28, Gatling Goat Studios"
PlayDusty,343710,"Kholat, 2015-07-28, Imgnpro"
reywqrrtty,63700,"BIT.TRIP BEAT, 2013-12-10, Gaijin Games"
bymyselfformyself,245150,"The Novelist, 2014-12-18, Orthogonal Games"
Airtay,293320,"Coma: Mortuary, 2014-09-26, Nova Dimensionnaga Entertainment"
justin1011,210870,"Cloudberry Kingdom™, 2014-07-26, Pwnee Studios"
seiuchi,277520,"Albedo: Eyes from Outer Space, 2015-09-28, Zg And Ivan Venturi Productions"
MATTBOT12,296910,"8BitBoy™, 2015-09-22, Awesomeblade"
76561198052998873,8000,"Tomb Raider: Anniversary, 2015-12-11, Crystal Dynamicsferal Interactive Mac"
BecHyIIIka,269330,"Chronology, 2015-03-09, Bedtime Digital Games"
76561198055968875,327950,"Sword of the Samurai, 2014-10-19, Microprose Software Inc"
mercoledi,362410,"Adam's Venture Chronicles, 2015-11-04, Vertigo Games"
lachlantatton,258760,"Scania Truck Driving Simulator, 2014-09-13, Scs Software"
76561198058675994,376210,"The Isle, 2015-12-08, Afterthought Llc"
justclose,6850,"Hitman 2: Silent Assassin, 2014-03-03, Iointeractive As"
xiege3,345350,"LIGHTNING RETURNS™: FINAL FANTASY® XIII, 2015-12-11, Square Enix"
ninjamagics,229870,"ShootMania Storm, 2015-07-03, Nadeo"
76561198063817275,313590,"Boo Bunny Plague, 2014-09-04, On The Level Game Studios"
SladeWillsonDeathstroke,7000,"Tomb Raider: Legend, 2012-11-07, Crystal Dynamics"
76561198064710794,289600,"Marauder, 2014-10-11, Apeiron"
sunnydazeex,241240,"Contraption Maker, 2015-05-12, Game Dev Castle"
daflyinskwirel,220740,"Chaos on Deponia, 2014-07-04, Daedalic Entertainment"
76561198068325461,288040,"Actual Sunlight, 2014-10-08, Wzogi"
Katzieon,324680,"Impossible Creatures Steam Edition, 2015-11-28, Relic Entertainmentthq Nordic"
76561198070022613,299780,"Noir Syndrome, 2014-07-19, Glass Knuckle Games"
supersayianswagger,23310,"The Last Remnant™, 2013-07-15, Square Enix"
WANKING_PEACH,314520,"Euro Fishing, 2015-11-14, Dovetail Games"
76561198070997482,324570,"Halo: Spartan Strike, 2015-04-24, Industriesvanguard Games"
jokasavage,296770,"Real Boxing™, 2015-04-29, Vivid Games Sa"
76561198072199166,411560,"Reveal The Deep, 2015-12-07, Lazy Monday Games"
Hotbiscuits,46440,"Future Wars, 2014-07-22, Headup Games Radon Labs"
sanuk_games,354160,"WRC 5 FIA World Rally Championship, 2015-10-16, Kylotonn Racing Games"
sanuk_games,409450,"The Fall of the Dungeon Guardians - Enhanced Edition, 2015-11-07, Mana Games"
BigAndySon,96200,"Steel Storm: Burning Retribution, 2014-04-25, Kot In Action Creative Artel"
rainbowbaloney,243280,"Poöf, 2014-06-14, Arkedo"
76561198081155725,319450,"Chariot, 2014-12-27, Frima Studio"
76561198081155725,285820,"Action Henk, 2015-08-01, Ragesquid"
76561198087837304,384980,"Battle for Blood - Epic battles within 30 seconds!, 2015-08-28, Yfc Games"
danielito38,286360,"Shadows on the Vatican Act I: Greed, 2015-01-30, Th Art Studioadventure Productions"
76561198089588759,411570,"Zombie Exodus, 2015-10-27, Hosted Games"
ZennyAckbar,6980,"Thief: Deadly Shadows, 2014-03-24, Ion Storm"
NotForPikachu,262960,"Castle In The Darkness, 2015-06-28, Matt Kapnicalis Inc"
themajesticlemon,205080,"BIT.TRIP FATE, 2013-12-31, Gaijin Games"
76561198094471302,227560,"Scourge: Outbreak, 2014-05-04, Tragnarion Studios"
McCatson,400240,"The Deer, 2015-12-04, Fabio Ferraragiulia Airoldi"
MsVen,374090,"Winter Sports Trilogy Super Pack, 2015-09-11, Games"
vitusdias,383230,"Dungeon Souls, 2015-07-11, Lamina Studiosmike Studios"
76561198109102495,61730,"Critter Crunch, 2014-06-25, Capybara Games"
76561198114558878,349100,"Notrium, 2015-12-19, Instant Kingdom"
inven,259410,"Sneaky Sneaky, 2015-10-29, Naiad Entertainment Llc"
76561198122431305,349740,"Shelter 2 Soundtrack, 2015-03-23, Might And Delight"
Fr0sticlesOfficial,274350,"Dropsy, 2015-09-17, Tendershoota Jolly Corpse"
SamuelTepes,358290,"Hocus Pocus, 2015-06-13, Moonlite Software"
SamuelTepes,358340,"Word Rescue, 2015-06-13, Redwood Games"
blackdmulisha,352400,"LEGO® Jurassic World, 2015-10-19, Tt Games Ltdferal Interactive Mac"
K1NGCJS,294230,"Millie, 2015-07-22, Forever Entertainment S A"
laislabonita75,305920,"Another Perspective, 2015-06-13, Shaunjs"
laislabonita75,367780,"Aero's Quest, 2015-06-11, Soloweb Studiosravens Eye Studio"
llDracuwulf,307130,"Asteria, 2015-10-29, Legend Studio"
