Item_Id,App_Name,Title,Release_Date,Release_Year,Price,Genres,Specs,Early_Access,Developer,Publisher
458760,Palinurus,Palinurus,2016-09-12,2016,0.0,Free to Play,Single-player,False,Watercress Studios,Watercress Studios
541640,Disney Infinity Gold Edition,Disney Infinity 1.0: Gold Edition,2016-09-12,2016,29.99,"Action,  Adventure","Single-player, Partial Controller Support, Steam Cloud",False,Avalanche Softwareheavy Iron Studios,Disney Interactive
541670,Disney Infinity Gold Edition,Disney Infinity 3.0: Gold Edition,2016-09-12,2016,29.99,"Action,  Adventure","Single-player, Full controller support, Steam Cloud",False,Avalanche Softwareheavy Iron Studios,Disney Interactive
552580,Jades Journey,Jade's Journey,2016-09-12,2016,3.99,"Adventure,  Casual,  Indie,  RPG,  Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Warfare Studios,Warfare Studios
541660,Disney Infinity Gold Edition,Disney Infinity 2.0: Gold Edition,2016-09-12,2016,29.99,"Action,  Adventure","Single-player, Partial Controller Support, Steam Cloud",False,Avalanche Softwareheavy Iron Studios,Disney Interactive
554290,Himawari The Sunflower,Himawari - The Sunflower -,2016-09-12,2016,34.99,Adventure,"Single-player, Steam Trading Cards, Steam Cloud",False,Blanknote Amp Frontwing,Mangagamer
568590,Massive Original Soundtrack,Massive: Original Soundtrack,2016-08-12,2016,0.99,"Action,  Adventure,  Indie","Single-player, Downloadable Content",False,Rootify,Rootify
568700,Gun Brothers Original Soundtrack,Gun Brothers: Original Soundtrack,2016-08-12,2016,0.99,"Action,  Adventure,  Indie","Single-player, Downloadable Content",False,Rootify,Rootify
563750,World Boxing Manager,World Boxing Manager,2016-09-12,2016,4.99,"Simulation,  Sports,  Strategy","Single-player, Steam Achievements, Steam Trading Cards",False,Aggroblakh,Aggroblakh
505270,The Food Run,The Food Run,2016-09-12,2016,1.99,"Action,  Casual,  Indie,  Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats",False,Battenberg Software,Nan
562680,The Wizards Who Fell In A Hole,The Wizards Who Fell In A Hole,2016-09-12,2016,1.99,"Action,  Adventure,  Casual,  Indie","Single-player, Multi-player, Local Multi-Player, Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats",False,Battenberg Software,Nan
540780,Delicious Emilys Message In A Bottle,Delicious - Emily's Message in a Bottle,2016-10-12,2016,12.99,"Adventure,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Gamehouse,Gamehouse
559250,Ghostlight Manor,Ghostlight Manor,2016-10-12,2016,6.99,"Adventure,  Casual,  Indie,  Strategy","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Digital Future Lab,Functional Unicorn
565100,Subliminal Realms The Masterpiece Collectors Edition,Subliminal Realms: The Masterpiece Collector's Edition,2016-12-12,2016,9.99,"Adventure,  Casual",Single-player,False,Boolat Entertainment,Big Fish Games
510550,Congo Merc,Congo Merc,2016-12-12,2016,4.99,Strategy,"Single-player, Steam Achievements",False,Dreamwalker Games,Hexwar Games
391280,Epic Manager Create Your Own Adventuring Agency,Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,2016,17.99,"Adventure,  Indie,  RPG,  Simulation,  Strategy",Single-player,False,Manavoid Entertainment Inc,Manavoid Entertainment Inc
545400,Natural Beyond Nature,Natural - Beyond Nature -,2016-12-12,2016,9.99,"Adventure,  Casual,  Indie","Single-player, Steam Trading Cards",False,Zeiva Inc,Zeiva Inc
411960,Ty The Tasmanian Tiger,TY the Tasmanian Tiger,2016-12-12,2016,14.99,"Action,  Adventure,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",False,Krome Studios,Krome Studios
566220,Brain In My Head,Brain In My Head,2016-12-12,2016,4.99,"Action,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Tatyana Murzina,Tatyana Murzina
384180,Prominence Poker,Prominence Poker,2016-12-12,2016,0.0,"Free to Play,  Massively Multiplayer,  Simulation,  Strategy","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases",False,Pipeworks Studio,Games
564440,Doalr Aquaplus Mashup Set,DOA5LR AQUAPLUS Mashup Set,2016-12-12,2016,31.99,Action,"Single-player, Multi-player, Downloadable Content, Steam Achievements, Partial Controller Support",False,Team Ninja,Nan
556680,Intruder War Areas,INTRUDER - WAR AREAS,2018-01-12,2018,15.99,"Action,  Indie,  Simulation,  Early Access",Single-player,True,Play One Game Studio,Play One Game Studio
496540,Zone Of Lacryma,Zone of Lacryma,2016-12-12,2016,4.99,"Action,  Indie,  Early Access","Single-player, Steam Achievements, Full controller support, Steam Leaderboards",True,Oophok,Oophok
566710,Red Spiderost,Red Spider-OST,2016-12-12,2016,9.99,Adventure,"Single-player, Downloadable Content",False,Studio Wasp,Studio Wasp
558641,Kokurase Episode,Kokurase Episode 3,2016-12-12,2016,4.99,"Adventure,  Indie,  RPG","Single-player, Downloadable Content, Steam Achievements, Partial Controller Support",False,Galanti,Degica
533010,Filthy Lucre,Filthy Lucre,2016-11-12,2016,12.99,"Action,  Indie","Single-player, Co-op, Online Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Fabrik Games Ltd,Fabrik Games Ltd
558030,Robust Road Roller,ROBUST ROAD ROLLER,2016-11-12,2016,4.99,"Action,  Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards",False,Gstyle Co Ltd,Gstyle Co Ltd
568150,Technoball,Technoball,2016-12-12,2016,2.99,"Action,  Casual,  Indie,  Sports","Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Dean Ashford,Play Ruff
423890,Gods And Idols,Gods and Idols,2016-12-12,2016,0.0,"Free to Play,  Massively Multiplayer,  RPG,  Strategy,  Early Access","Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op",True,Viking Tao,Viking Tao
561860,Fantasy Grounds Desert Canyons Map Pack,Fantasy Grounds - Desert Canyons (Map Pack),2016-08-12,2016,7.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
290020,Logicbots,LogicBots,2017-08-02,2017,19.99,"Indie,  Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor",False,Incandescent Games,Incandescent Games
529130,Expect The Unexpected,Expect The Unexpected,2016-09-12,2016,6.99,"Casual,  Indie,  RPG,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Goldengod Games,Goldengod Games
495570,Conflictcraft,ConflictCraft,2016-08-12,2016,2.99,"Casual,  Indie,  Strategy","Single-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Includes level editor",False,Badim,Badim
565450,Fantasy Grounds Deadlands Reloaded Onesheet Adventure Pak Savage Worlds,Fantasy Grounds - Deadlands Reloaded: OneSheet Adventure PAK (Savage Worlds),2016-08-12,2016,4.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
420530,Oneshot,OneShot,2016-08-12,2016,9.99,"Adventure,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Little Cat Feet,Degica
568540,Fantasy Grounds Savage Suzerain Gamemasters Edition Savage Worlds,Fantasy Grounds - Savage Suzerain GameMasters Edition (Savage Worlds),2016-08-12,2016,19.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
552780,Dexodonex,Dexodonex,2016-07-12,2016,4.99,"Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Includes level editor",False,Seragam,Seragam
533150,Super Loh,Super LOH,2016-07-12,2016,0.99,"Action,  Adventure,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Charlieh,Charlieh
376976,Train Simulator Db Br Steam Loco Addon,Train Simulator: DB BR 10 Steam Loco Add-On,2016-08-12,2016,19.99,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",False,Romantic Railroads,Dovetail Games Trains
538880,Triennale Game Collection,Triennale Game Collection,2016-07-12,2016,0.0,Indie,Single-player,False,Mario Von Rickenbachetter Studiotale Of Talescardboard Computerpol Clarissoukatie Rose Pipkinsanta Ragione,Santa Ragione La Triennale Di Milano
528120,Darkness And Flame Born Of Fire,Darkness and Flame: Born of Fire,2016-08-12,2016,6.99,"Adventure,  Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Fivebn Games,Fivebn Games
566760,Pixel Gladiator Ost,Pixel Gladiator OST,2016-07-12,2016,0.99,"Action,  Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards",False,Xitilonesdeer,Xitilon
533180,Campfire One Of Us Is The Killer,Campfire: One of Us Is the Killer,2016-07-12,2016,2.99,"Casual,  Indie","Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Steam Achievements, Steam Trading Cards, Stats",False,Abstractive Works,Abstractive Works
486130,Best Buds Vs Bad Guys,Best Buds vs Bad Guys,2016-07-12,2016,12.99,"Action,  Indie","Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards",False,Super Icon Ltd,Super Icon Ltd
540150,Tank Battle Blitzkrieg,Tank Battle: Blitzkrieg,2016-07-12,2016,9.99,Strategy,Single-player,False,Hexwar Games,Hexwar Games
329340,Cloudphobia,cloudphobia,2016-07-12,2016,5.99,"Action,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards",False,Marsbound,Rockin Android
552130,Whiplash Crash Valley,Whiplash - Crash Valley,2016-07-12,2016,5.99,"Adventure,  Casual,  Indie,  Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Diagrammet Ab,Diagrammet Ab
566340,Cloudphobia Ost,cloudphobia - OST,2016-07-12,2016,0.0,"Action,  Indie","Single-player, Downloadable Content",False,Marsbound,Rockin Android
564090,Fierce Tales The Dogs Heart Collectors Edition,Fierce Tales: The Dog's Heart Collector's Edition,2016-07-12,2016,9.99,"Adventure,  Casual",Single-player,False,Blam Games,Big Fish Games
559670,Slayaway Camp Santas Slay Expansion,Slayaway Camp - Santa's Slay Expansion,2016-07-12,2016,1.99,"Casual,  Indie,  Strategy","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Blue Wizard Digital,Blue Wizard Digital
480650,Yugioh Legacy Of The Duelist,Yu-Gi-Oh! Legacy of the Duelist,2016-07-12,2016,19.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523500,Yugioh Duelist Kingdom,Yu-Gi-Oh! Duelist Kingdom,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523501,Yugioh Gx Lost Duels,Yu-Gi-Oh! GX Lost Duels,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523503,Yugioh Zexal Dark Mist Saga,Yu-Gi-Oh! ZEXAL Dark Mist Saga,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523502,Yugioh Ds For The Future,Yu-Gi-Oh! 5D’s For the Future,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523504,Yugioh Arcv Yuto V Sylvio,Yu-Gi-Oh! ARC-V Yuto v. Sylvio,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
564840,Hex Entrath Awaits Bundle,HEX: Entrath Awaits Bundle,2016-08-12,2016,12.99,"Adventure,  Free to Play,  RPG,  Strategy","Single-player, Multi-player, Online Multi-Player, Downloadable Content, In-App Purchases",False,Hex Entertainment,Hex Entertainment
551821,Total War Warhammer Grey Wizard,Total War: WARHAMMER - Grey Wizard,2016-08-12,2016,0.0,"Action,  Strategy","Single-player, Multi-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop",False,Creative Assemblyferal Interactive Linuxferal Interactive Mac,Sega Feral Interactive Linux Feral Interactive Mac
551820,Total War Warhammer Jade Wizard,Total War: WARHAMMER - Jade Wizard,2016-08-12,2016,0.0,"Action,  Strategy","Single-player, Multi-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop",False,Creative Assemblyferal Interactive Linuxferal Interactive Mac,Sega Feral Interactive Linux Feral Interactive Mac
493700,Monster Puzzle,Monster Puzzle,2016-08-12,2016,0.99,"Action,  Casual,  Indie","Single-player, Steam Trading Cards",False,Flynns Arcade,Back To Basics Gaming
549740,Indie Game Sim,Indie Game Sim,2016-08-12,2016,7.99,"Action,  Indie,  Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Lost Decade Games,Lost Decade Games
462620,Pocket Kingdom,Pocket Kingdom,2016-08-12,2016,6.99,"Adventure,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Games,Plug In Digital Whispergames
422201,Drod Smitemasters Selection Expansions,DROD: Smitemaster's Selection Expansions 11+12,2016-08-12,2016,4.99,"Adventure,  Indie,  Strategy","Single-player, Downloadable Content, Steam Achievements, Captions available, Steam Cloud, Includes level editor",False,Caravel Games,Caravel Games
558410,Cannonfire Concerto,Cannonfire Concerto,2016-08-12,2016,3.99,"Adventure,  Indie,  RPG","Single-player, Steam Achievements, Captions available, Steam Cloud",False,Choice Of Games,Choice Of Games
482450,Nitroplus Blasterz Heroines Infinite Duel,Nitroplus Blasterz: Heroines Infinite Duel,2016-08-12,2016,29.99,Action,"Single-player, Multi-player, Online Multi-Player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Examu,Xseed Games Marvelous Usa Inc
470300,Winged Sakura Demon Civil War,Winged Sakura: Demon Civil War,2016-08-12,2016,9.99,"Indie,  RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Winged Sakura Games,Winged Sakura Games
563670,Winged Sakura Demon Civil War Soundtrack,Winged Sakura: Demon Civil War - Soundtrack,2016-08-12,2016,4.99,"Indie,  RPG","Single-player, Downloadable Content",False,Winged Sakura Games,Winged Sakura Games
546080,Coffin Of Ashes,Coffin of Ashes,2016-08-12,2016,6.99,"Adventure,  Casual,  Indie,  RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Ladomuangels Blue Digital Entertainmentdigitalez,Digitalez
563720,Verlies Ii Verlies Origins,VERLIES II - Verlies Origins,2016-08-12,2016,0.0,"Adventure,  Indie,  RPG","Single-player, Downloadable Content",False,Koya Game,Koya Game
523505,Yugioh Arcv Sora And Dipper,Yu-Gi-Oh! ARC-V Sora and Dipper,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523507,Yugioh Arcv Gong V Kit,Yu-Gi-Oh! ARC-V Gong v. Kit,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523508,Yugioh Waking The Dragons Joeys Journey,Yu-Gi-Oh! Waking the Dragons: Joey’s Journey,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523510,Yugioh Waking The Dragons Yugis Journey,Yu-Gi-Oh! Waking the Dragons: Yugi’s Journey,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523506,Yugioh Arcv Zuzu V Julia,Yu-Gi-Oh! ARC-V Zuzu v. Julia,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523521,Yugioh Arcv Declan Vs Celina,Yu-Gi-Oh! ARC-V: Declan vs Celina,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
523511,Yugioh Gx Leaders,Yu-Gi-Oh! GX: Leaders,2016-07-12,2016,4.99,Simulation,"Single-player, Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Other Ocean Interactive,Konami Digital Entertainment Inc
448183,Ts Marketplace Three Country Corner Scenario Pack Addon,TS Marketplace: Three Country Corner Scenario Pack 01 Add-On,2016-07-12,2016,9.99,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",False,Skyhook Games,Dovetail Games
536543,Fsx Steam Edition Toposim Western Europe Addon,FSX Steam Edition: Toposim Western Europe Add-On,2016-07-12,2016,19.99,Simulation,"Single-player, Multi-player, Downloadable Content, Partial Controller Support",False,Toposim,Dovetail Games Flight
536546,Fsx Steam Edition Toposim Eastern Europe Addon,FSX Steam Edition: Toposim Eastern Europe Add-On,2016-07-12,2016,14.99,Simulation,"Single-player, Multi-player, Downloadable Content, Partial Controller Support",False,Toposim,Dovetail Games Flight
544650,Sacred Almanac Traces Of Greed,Sacred Almanac Traces of Greed,2016-07-12,2016,4.99,"Adventure,  Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Far Mills,Runserver
494600,Earths Dawn,EARTH'S DAWN,2016-07-12,2016,29.99,"Action,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards",False,Oneoreight,Rising Star Games
555770,The Sandbox Evolution Soundtrack,The Sandbox Evolution - Soundtrack,2016-07-12,2016,1.99,"Action,  Indie,  Simulation","Single-player, Downloadable Content, Full controller support, Steam Workshop, Steam Cloud, Includes level editor",False,Pixowl Inc,Nan
525011,Watchdogs Root Access Pack,Watch_Dogs® 2 - Root Access Pack,2016-06-12,2016,6.99,"Action,  Adventure","Single-player, Co-op, Downloadable Content, Partial Controller Support",False,Ubisoft,Nan
557200,Ascension Vr War Of Shadows,Ascension VR - War of Shadows,2016-06-12,2016,7.99,"Indie,  Strategy","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Downloadable Content, Full controller support",False,Temple Gates Games,Nan
535700,D Chess,3D Chess,2016-06-12,2016,9.99,"Casual,  Simulation,  Sports,  Strategy","Single-player, Online Multi-Player, Shared/Split Screen, Steam Achievements, Steam Trading Cards",False,Bumblebee,Rokapublish
509674,Rocksmith Edition Remastered Brian Setzer Stray Cat Strut,Rocksmith® 2014 Edition - Remastered – Brian Setzer - “Stray Cat Strut”,2016-06-12,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
509678,Rocksmith Edition Remastered Variety Song Pack Vi,Rocksmith® 2014 Edition – Remastered – Variety Song Pack VI,2016-06-12,2016,9.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
509676,Rocksmith Edition Remastered Gin Blossoms Hey Jealousy,Rocksmith® 2014 Edition - Remastered – Gin Blossoms - “Hey Jealousy”,2016-06-12,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
509677,Rocksmith Edition Remastered David Bowie Suffragette City,Rocksmith® 2014 Edition - Remastered – David Bowie - “Suffragette City”,2016-06-12,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
509675,Rocksmith Edition Remastered The Fall Of Troy Fcpremix,Rocksmith® 2014 Edition - Remastered – The Fall of Troy - “F.C.P.R.E.M.I.X.”,2016-06-12,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
549660,Wondee,Wondee,2016-06-12,2016,3.99,"Action,  Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",False,Longsword Studios Inc,Longsword Studios Inc
545370,Time Of Silence,Time Of Silence,2016-06-12,2016,0.99,"Adventure,  Indie","Single-player, Steam Trading Cards",False,Darklight,Aye Technology
564180,Icey Ost,ICEY OST,2016-05-12,2016,0.0,"Action,  Adventure,  Indie,  RPG","Single-player, Downloadable Content, Partial Controller Support",False,Fantablade Network,Xd Network Inc
556110,Galactic Fighter,Galactic Fighter,2016-05-12,2016,0.99,"Action,  Casual,  Indie","Single-player, Steam Trading Cards",False,Spectrum Games,Aye Technology
528250,Patchwork,Patchwork,2016-06-12,2016,4.99,"Casual,  Indie,  Strategy","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications",False,Digidiced,Digidiced
540330,Hunger Dungeon Deluxe Edition Sound Track,Hunger Dungeon Deluxe Edition + Sound Track,2016-06-12,2016,11.99,"Action,  Free to Play,  Indie","Single-player, Multi-player, Online Multi-Player, Online Co-op, Downloadable Content, In-App Purchases",False,Buka Game Studio,Pqube Limited
513560,Hunger Dungeon,Hunger Dungeon,2016-06-12,2016,0.0,"Action,  Free to Play,  Indie","Single-player, Multi-player, Online Multi-Player, In-App Purchases",False,Buka Game Studio,Pqube Limited
566330,Guardian Of December Soundtracks,Guardian Of December - Soundtracks,2016-01-12,2016,2.99,"Adventure,  Casual,  Indie,  RPG,  Strategy","Single-player, Downloadable Content",False,Vidas Salavejus,Vidas Salavejus
523900,Fated Souls,Fated Souls 2,2016-02-12,2016,8.99,"Adventure,  Casual,  Indie,  RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Warfare Studios,Aldorlea Games
552160,Hade,Hade,2016-02-12,2016,2.99,"Casual,  Indie,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats",False,Kirun,Kirun
540840,Lara Croft Go,Lara Croft GO,2016-04-12,2016,9.99,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Square Enix Montral,Square Enix
563400,Ludu,Ludu,2016-04-12,2016,0.0,"Adventure,  Free to Play,  Indie","Single-player, Partial Controller Support",False,Logames,Logames
558440,The Night Christmas Ended,The Night Christmas Ended,2016-04-12,2016,4.99,"Action,  Casual,  Indie","Single-player, Local Co-op, Shared/Split Screen, Partial Controller Support",False,Giant Goblin Studio,Giant Goblin Studio
558020,Jetpack Porter,JETPACK PORTER,2016-04-12,2016,4.99,"Action,  Casual","Single-player, Steam Achievements, Steam Cloud, Stats",False,Gstyle Co Ltd,Gstyle Co Ltd
549113,Magi Trials Dakimakuras,Magi Trials - Dakimakuras,2016-05-12,2016,2.99,"Adventure,  Casual,  Indie","Single-player, Downloadable Content, Partial Controller Support",False,Dharker Studio,Dharker Studio
444360,Industry Manager Future Technologies Awesome Products Pack,Industry Manager: Future Technologies - Awesome Products Pack,2016-05-12,2016,0.0,Simulation,"Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards",False,Astragon Entertainment Gmbh,Astragon Entertainment Gmbh
531130,Euro Truck Simulator Vive La France,Euro Truck Simulator 2 - Vive la France !,2016-05-12,2016,17.99,"Indie,  Simulation","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor",False,Scs Software,Scs Software
543780,Other Tanks,Other Tanks,2016-05-12,2016,1.99,"Action,  Casual,  Indie","Single-player, Steam Trading Cards",False,Daniil Hasanov,Aye Technology
446000,Stellar Monarch,Stellar Monarch,2016-05-12,2016,19.99,"Indie,  Simulation,  Strategy","Single-player, Steam Trading Cards",False,Silver Lemur Games,Silver Lemur Games
562220,Zup,Zup! 2,2016-05-12,2016,0.99,"Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Quiet River,Quiet River
370060,Coffee Shop Tycoon,Coffee Shop Tycoon,2016-05-12,2016,5.99,"Casual,  Indie,  Simulation,  Strategy,  Early Access",Single-player,True,Riff Studios,Riff Studios
563430,Void Pyramid,Void Pyramid,2016-05-12,2016,0.0,RPG,Single-player,False,A Hagen,A Hagen
535680,Moorhuhn Schlgt Zurck,Moorhuhn schlägt zurück,2016-02-12,2016,4.99,"Action,  Casual,  Indie,  Strategy","Single-player, Online Multi-Player, Cross-Platform Multiplayer",False,Independent Arts Software Gmbh,Young Fun Studio
376480,Ohr,Ohr: אור,2016-02-12,2016,5.99,"Adventure,  Indie,  RPG",Single-player,False,Rail Slave Games,Kiss Ltd
411894,Dcs Fe Tiger Ii,DCS: F-5E Tiger II,2016-02-12,2016,59.99,Simulation,"Single-player, Multi-player, Co-op, Downloadable Content, Captions available, Partial Controller Support",False,Belsimtek,The Fighter Collection Eagle Dynamics Sa
489520,Minion Masters,Minion Masters,2016-02-12,2016,4.99,"Action,  Indie,  Strategy,  Early Access","Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud",True,Betadwarf,Betadwarf
551880,Minion Masters Premium Upgrade,Minion Masters - Premium Upgrade,2016-02-12,2016,19.99,"Action,  Indie,  Strategy","Multi-player, Online Multi-Player, Downloadable Content, Full controller support, Steam Cloud",False,Betadwarf,Nan
422192,Drod Smitemasters Selection Expansions,DROD: Smitemaster's Selection Expansions 5+6,2016-02-12,2016,4.99,"Adventure,  Indie,  Strategy","Single-player, Downloadable Content, Steam Achievements, Captions available, Steam Cloud, Includes level editor",False,Caravel Games,Caravel Games
555710,Zolg,Zolg,2016-02-12,2016,0.99,"Action,  Adventure,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Robert Alvarez,Robert Alvarez
513620,Skytime,SkyTime,2016-02-12,2016,0.99,"Action,  Casual,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards",False,Alexey Khazovcristian Ionesculars Van Dorenvanckbrandon Van Doornjoran Vergoessenadmir Leka,Sometimes You
545070,The Dwarves Digital Deluxe Edition Extras,The Dwarves - Digital Deluxe Edition Extras,2016-01-12,2016,10.0,RPG,"Single-player, Downloadable Content, Steam Achievements, Full controller support",False,King Art,Thq Nordic
